Oscar Schwartz	not found
Paddy Ashdown	Jeremy John Durham Ashdown, Baron Ashdown of Norton-sub-Hamdon,  (27 February 1941 – 22 December 2018), better known as Paddy Ashdown, was a British politician and diplomat who served as Leader of the Liberal Democrats from 1988 to 1999. Internationally, he is recognised for his role as High Representative for Bosnia and Herzegovina from 2002 to 2006, following his vigorous lobbying for military action against Yugoslavia in the 1990s.
Pam Warhurst	Pamela Janice Warhurst  (born 1950) is a British community leader, activist and environment worker best known for founding the voluntary gardening initiative, Incredible Edible, in  Todmorden, West Yorkshire. In 2009, Prince Charles visited the project in support.Warhurst is currently Chair of Incredible Edible and was formerly Chair of Forestry Commission Great Britain, which is the largest land management commission in the country.
Pamela Meyer	Pamela Meyer is an American author, certified fraud examiner, and entrepreneur.  Described by Reader's Digest as "the nation's best known expert on lying," Meyer is the author of the 2010 book Liespotting:  Proven Techniques to Detect Deception.
Pamela Ronald	Pamela C. Ronald (born 1961) is an American plant pathologist and geneticist. She is a professor in the Genome Center and the Department of Plant Pathology, and founding director of the Institute for Food and Agricultural Literacy (IFAL), at the University of California, Davis.
Pamelia Kurstin	Pamelia Stickney (formerly known as Pamelia Kurstin) is an American theremin player. She has performed and recorded with many artists including David Byrne, Yoko Ono, Béla Fleck and the Flecktones, David Garland, Seb Rochford, Otto Lechner and Simone Dinnerstein, and was instrumental to the final design of Robert Moog's Etherwave Pro Theremin, for which she was the primary test musician.
Pankaj Ghemawat	Pankaj Ghemawat (born 30 September 1959) is an Indian-American economist, professor, global strategist, speaker and author known for his work in the study of globalization. He created the DHL Global Connectedness Index and the CAGE Distance Framework.
Paola Antonelli	not found
Paolo Cardini	not found
Parag Khanna	Parag Khanna (born 27 July 1977 in Kanpur) is an Indian American specialist in geopolitics and globalization. He is the managing partner of FutureMap, and former managing partner of Hybrid Reality as well as Co-Founder & CEO of Factotum.
Pardis Sabeti	Pardis Christine Sabeti (Persian: پردیس ثابتی) (born December 25, 1975 in Tehran, Iran) is an Iranian American computational biologist, medical geneticist and evolutionary geneticist. She developed a bioinformatic statistical method which identifies sections of the genome that have been subject to natural selection and an algorithm which explains the effects of genetics on the evolution of disease.In 2014, Sabeti was part of a team led by Christian Happi, a Cameroonian geneticist, which used advanced genomic sequencing technology to identify a single point of infection from an animal reservoir to a human in the Ebola outbreak in West Africa.
Parul Sehgal	Parul Sehgal is an American literary critic based in New York, who publishes primarily in American venues. She is a former senior editor and columnist at The New York Times Book Review, and was one of the team of book critics at The New York Times.
Patience Mthunzi	Patience Mthunzi-Kufa (born 2 May 1976) is a South African physicist and head of biophotonics research at the Council for Scientific and Industrial Research. She received the Order of Mapungubwe in Bronze.
Patricia Burchat	Patricia Burchat (born 1958) is the Gabilan Professor of Physics at Stanford University who researches experimental particle physics and cosmology. She is interested in mapping dark matter in the universe, and understanding the nature of dark energy.
Patricia Kuhl	Patricia Katherine Kuhl (born Mitchell, South Dakota, November 5, 1946) is a Professor of Speech and Hearing Sciences and co-director of the Institute for Learning & Brain Sciences at the University of Washington.  She specializes in language acquisition and the neural bases of language, and she has also conducted research on language development in autism and computer speech recognition.
Patricia Medici	Emilia Patrícia Medici is a Brazilian conservation biologist who focuses on tapirs. She is the founder of the Lowland Tapir Conservation Initiative.
Patricia Ryan	ambiguous
Patrick Awuah	Patrick Awuah Jr. (born 1965) is a Ghanaian engineer, educator, and entrepreneur.
Patrick Chappatte	Patrick Chappatte (known simply as Chappatte) (b. February 22, 1967, in Karachi, Pakistan) is a Lebanese-Swiss cartoonist known for his work for Le Temps, NZZ am Sonntag , the German news magazine Der Spiegel, The New York Times International Edition and the French satirical newspaper Le Canard enchaîné.
Pattie Maes	Pattie Maes (born 1961) is a professor in MIT's program in Media Arts and Sciences. She founded and directed the MIT Media Lab's Fluid Interfaces Group.
Paul Bennett	ambiguous
Paul Bloom	ambiguous
Paul Collier	Sir Paul Collier,  (born 23 April 1949) is a British development economist who serves as the Professor of Economics and Public Policy in the Blavatnik School of Government and the director of the International Growth Centre. He currently is a Professeur invité at Sciences Po and a Professorial Fellow of St Antony's College, Oxford.
Paul Conneally	Paul Terence Conneally (born 1959 in Sheffield, United Kingdom) is a poet, artist and musician based in Loughborough, UK.


== Poetry and art ==

In the field of poetry Conneally is best known for his haiku and haiku-related forms including haibun and renga/renku. His definition of haibun is quoted among others on the Contemporary Haibun Online website.
Paul Debevec	Paul Ernest Debevec is a researcher in computer graphics at the University of Southern California's Institute for Creative Technologies. He is best known for his work in finding, capturing and synthesizing the bidirectional scattering distribution function utilizing the light stages his research team constructed to find and capture the reflectance field over the human face, high-dynamic-range imaging and image-based modeling and rendering.
Paul Ewald	ambiguous
Paul Gilding	not found
Paul Greenberg	ambiguous
Paul Kemp Robertson	Contagious is an advertising magazine that is published quarterly by Contagious Communications, a total communications resource for the global marketing community. It was founded in 2004 by Paul Kemp-Robertson, former director of creative resources at advertising company Leo Burnett Worldwide and editor of Shots magazine, and Gee Thomson, author of Mesmerization and co-founder of Shots magazine.
Paul Mac Cready	Paul B. MacCready Jr. (September 25, 1925 – August 28, 2007) was an American aeronautical engineer.
Paul Moller	Paul Sandner Moller (born December 11, 1936) is a Canadian engineer who has spent the past fifty years+ developing the Moller Skycar personal vertical takeoff and landing (VTOL) vehicle. The engine technology developed for the Skycar has also been adapted as a UAV platform called  the "aerobot".
Paul Nicklen	Paul Nicklen (born July 21, 1968) is an acclaimed Canadian photographer, film-maker, author and marine biologist.


== Early life ==
Paul Nicklen was born on July 21, 1968, in Tisdale, Saskatchewan, Canada.
Paul Pholeros	Paul Anthony Pholeros  (1953 – 1 February 2016) was an Australian architect. He received his Bachelor of Science in Architecture from the University of Sydney in 1974 and a Bachelor of Architecture (Hons 1) in 1976.
Paul Piff	not found
Paul Romer	Paul Michael Romer (born November 6, 1955) is an American economist and policy entrepreneur who is a University Professor in Economics at New York University. Romer is best known as the former Chief Economist of the World Bank and for co-receiving the 2018 Nobel Memorial Prize in Economic Sciences (shared with William Nordhaus) for his work in endogenous growth theory.
Paul Rothemund	Paul Wilhelm Karl Rothemund is a research professor at the Computation and Neural Systems department at Caltech. He has become known in the fields of DNA nanotechnology and synthetic biology for his pioneering work with DNA origami.
Paul Sereno	not found
Paul Stamets	not found
Paul Tudor Jones	Paul Tudor Jones II (born September 28, 1954) is an American billionaire hedge fund manager, conservationist and philanthropist. In 1980, he founded his hedge fund, Tudor Investment Corporation, an asset management firm headquartered in Stamford, Connecticut.
Paul Wolpe	not found
Paul Zak	Paul J. Zak (born 9 February 1962) is an American neuroeconomist.


== Background ==
Zak graduated with degrees in mathematics and economics from San Diego State University before acquiring a PhD in Economics from the University of Pennsylvania.
Paula Hammond	ambiguous
Paula Johnson	Paula Adina Johnson (born 1959) is a cardiologist and the current president of Wellesley College. She is the first Black woman to serve in this role.
Paula Scher	not found
Pavan Sukhdev	Pavan Sukhdev is an Indian environmental economist whose field of studies include green economy and international finance. He was the Special Adviser and Head of UNEP's Green Economy Initiative, a major UN project suite to demonstrate that greening of economies is not a burden on growth but rather a new engine for growing wealth, increasing decent employment, and reducing persistent poverty.
Pawan Sinha	Pawan Sinha is a Cambridge-based scientist who won the Presidential Early Career Award for Scientists and Engineers in 2012 . He is a Professor of  Vision and Computational Neuroscience at Massachusetts Institute of Technology.
Pearl Arredondo	A bezoar is a mass often found trapped in the gastrointestinal system, though it can occur in other locations. A pseudobezoar is an indigestible object introduced intentionally into the digestive system.There are several varieties of bezoar, some of which have inorganic constituents and others organic.
Peggy Orenstein	Peggy Orenstein (born November 22, 1961) is the author of the New York Times bestsellers Girls & Sex, Cinderella Ate My Daughter and Waiting for Daisy, a memoir.
A contributing writer for the New York Times Magazine, she was named in 2012  by The Columbia Journalism Review as one of its "40 Women Who Changed the Media Business in the Past 40 Years".
Penelope Boston	Penelope J. Boston is a speleologist. She is associate director of the National Cave and Karst Research Institute in Carlsbad, New Mexico, and founder and director of the Cave and Karst Studies Program at New Mexico Institute of Mining and Technology in Socorro.
Pete Alcorn	not found
Peter Attia	not found
Peter Diamandis	Peter H. Diamandis (; born May 20, 1961) is a Greek-American engineer, physician, and entrepreneur best known for being founder and chairman of the X Prize Foundation, cofounder and executive chairman of Singularity University and coauthor of The New York Times bestsellers Abundance: The Future Is Better Than You Think, The Future is Faster than You Think, How Converging Technologies Are Transforming Business, Industries, and Our Lives and BOLD: How to Go Big, Create Wealth, and Impact the World. He is former CEO and cofounder of the Zero Gravity Corporation, cofounder and vice chairman of Space Adventures Ltd., founder and chairman of the Rocket Racing League, cofounder of the International Space University, cofounder of Planetary Resources, cofounder of Celularity, founder of Students for the Exploration and Development of Space, vice chairman and cofounder of Human Longevity, Inc.
Peter Doolittle	Doolittle is the second studio album by the American alternative rock band Pixies, released in April 1989 on 4AD. Doolittle was the Pixies' first international release, with Elektra Records as the album's distributor in the United States and PolyGram in Canada.
Pixies released two singles from Doolittle: "Here Comes Your Man" and "Monkey Gone to Heaven", both of which were chart successes on the Billboard Modern Rock Tracks chart in the US, while tracks such as "Debaser" and "Hey" have also received praise.
Peter Eigen	Peter Eigen (born June 11, 1938 in Augsburg, Germany) is a lawyer, development economist and civil society leader.
Over a period of 12 years, Eigen founded and chaired Transparency International (TI), a non-governmental organization with National Chapters in over 100 countries.
Peter Fankhauser	Peter Fankhauser (born 1960) is a Swiss businessman, who was the chief executive officer (CEO) of the Thomas Cook Group from 2014 until its collapse in 2019.


== Early life and career ==
Born in November 1960, Fankhauser has a doctorate from the University of St.
Peter Gabriel	Peter Brian Gabriel (born 13 February 1950) is an English musician, singer, songwriter, record producer and activist. He rose to fame as the original lead singer of the progressive rock band Genesis.
Peter Haas	Peter E. Haas (December 20, 1918 – December 3, 2005) was an American billionaire businessman who served as president and CEO (1976–2005) and chairman (1981–1989) of Levi Strauss & Co.


== Biography ==
Haas was born to a Jewish family in San Francisco, one of three children of Walter A. Haas and Elise Stern.
Peter Hirschberg	John Peter Sarsgaard (; born March 7, 1971) is an American actor. His first feature role was in Dead Man Walking in 1995.
Peter Hirshberg	Gerald Paul "Jerry" Hirshberg (June 30, 1940 – November 10, 2019) was an American automotive designer, industrial designer, musician and painter.


== Early life and education ==
Hirshberg studied mechanical engineering at Ohio State University and received a degree with honors in Design from the Cleveland Institute of Art.
Peter Molyneux	Peter Douglas Molyneux  (; born 5 May 1959) is an English video game designer and programmer. He created the god games Populous, Dungeon Keeper, and Black & White, as well as Theme Park, the Fable series, Curiosity: What's Inside the Cube?, and Godus.
Peter Norvig	Peter Norvig (born December 14, 1956) is an American computer scientist and Distinguished Education Fellow at the Stanford Institute for Human-Centered AI. He previously served as a director of research and search quality at Google. Norvig is the co-author with Stuart J. Russell of the most popular textbook in the field of AI: Artificial Intelligence: A Modern Approach used in more than 1,500 universities in 135 countries.
Peter Reinhart	Peter Reinhart is an American baker, educator and author. He is most known for writing Bread Revolution, American Pie: My Search for the Perfect Pizza, The Joy of Gluten-Free, Sugar-Free Baking and The Bread Baker’s Apprentice.
Peter Saul	Peter Saul (born August 16, 1934) is an American painter. His work has connections with Pop Art, Surrealism, and Expressionism.
Peter Singer	Peter Albert David Singer  (born July 6, 1946) is an Australian moral philosopher, currently the Ira W. DeCamp Professor of Bioethics at Princeton University. He specialises in applied ethics and approaches ethical issues from a secular, utilitarian perspective.
Peter Tyack	Cetacean stranding, commonly known as beaching, is a phenomenon in which whales and dolphins strand themselves on land, usually on a beach. Beached whales often die due to dehydration, collapsing under their own weight, or drowning when high tide covers the blowhole.
Peter Van Manen	Albertus Johannes "Bert" van Manen (born 24 March 1965) is an Australian politician who has been a member of the House of Representatives since the 2010 federal election, representing the Division of Forde. He is a member of the Liberal National Party of Queensland and sits with the Liberal Party in federal parliament.
Peter Ward	ambiguous
Peter Weinstock	Arnold Weinstock, Baron Weinstock, Kt. OMRI,  (29 July 1924 – 23 July 2002) was an English industrialist and businessman known for making General Electric Company one of Britain's most profitable companies.
Petervan Uhm	not found
Phil Borges	Phil Borges (born 1942) is a social documentary photographer and filmmaker.
For over twenty-five years Phil Borges has been documenting indigenous and tribal cultures, striving to create an understanding of the challenges they face.
Phil Hansen	ambiguous
Phil Plait	Philip Cary Plait (born September 30, 1964), also known as The Bad Astronomer, is an American astronomer, skeptic, writer and popular science blogger. Plait has worked as part of the Hubble Space Telescope team, images and spectra of astronomical objects, as well as engaging in public outreach advocacy for NASA missions.
Phil Zimbardo	Philip George Zimbardo (; born March 23, 1933) is an American psychologist and a professor emeritus at Stanford University. He became known for his 1971 Stanford prison experiment, which was later severely criticized for both ethical and scientific reasons.
Philip Evans	ambiguous
Philip Howard	Philip Howard, 13th Earl of Arundel (28 June 1557 – 19 October 1595) was an English nobleman. He was canonised by Pope Paul VI in 1970, as one of the Forty Martyrs of England and Wales.
Philip Rosedale	not found
Philip Zimbardo	Philip George Zimbardo (; born March 23, 1933) is an American psychologist and a professor emeritus at Stanford University. He became known for his 1971 Stanford prison experiment, which was later severely criticized for both ethical and scientific reasons.
Philipe Starck	not found
Philippa Neave	not found
Philippe Petit	Philippe Petit (French pronunciation: ​[filip pəti]; born 13 August 1949) is a French high-wire artist who gained fame for his unauthorized high-wire walks between the towers of Notre Dame Cathedral in Paris in 1971 and of Sydney Harbour Bridge in 1973, as well as between the Twin Towers of the World Trade Center in New York City on the morning of 7 August 1974. For his unauthorized feat 400 metres (1,312 feet) above the ground – which he referred to as "le coup" – he rigged a 200-kilogram (440-pound) cable and used a custom-made 8-metre (30-foot) long, 25-kilogram (55-pound) balancing pole.
Philippe Starck	Philippe Starck (French pronunciation: ​[filip staʁk]; born 18 January 1949) is a French industrial architect and designer known for his wide range of designs, including interior design, architecture, household objects, furniture, boats and other vehicles.


== Life ==
Starck was born on 18 January 1949 in Paris.
Pia Mancini	Pia Mancini is an activist and technical project leader from Argentina.
She is co-founder of Democracy Earth and Open Collective.
Pico Iyer	not found
Pranav Mistry	Pranav Mistry (born 14 May 1981) is a computer scientist and inventor. He was the President and CEO of STAR Labs (Samsung Technology & Advanced Research Labs).
Prosanta Chakrabarty	Prosanta Chakrabarty (born November 25, 1978) is an American ichthyologist and professor of ichthyology, evolution and systematics at Louisiana State University. He studied at McGill University where he received a bachelor of science in Applied Zoology and at the University of Michigan where he obtained his PhD in Ecology and Evolution.
Quyen Nguyen	Nguyễn Quyễn (born 21 October 1952) is a Vietnamese long-distance runner. He competed in the marathon at the 1980 Summer Olympics.
RA Mashelkar	Raghunath Anant Mashelkar, also known as Ramesh Mashelkar, (born 1 January 1943) is an Indian Chemical Engineer, born in a village Mashel in Goa and brought up in Maharashtra. He is a former Director General of the Council of Scientific and Industrial Research (CSIR).
R Luke Du Bois	Roger Luke DuBois (born 10 September 1975, Morristown, New Jersey, United States) is an American composer, performer, conceptual new media artist, programmer, record producer and pedagogue based in New York City.


== Early life ==
DuBois was born in New Jersey, moving at age 11 to London, England, where he attended the American School in London, before moving to New York City in 1993 to attend Columbia University.
Rachel Armstrong	Rachel Marie Holden  (also Armstrong and Hyde) is a fictional character from the Australian Channel Seven soap opera Home and Away, played by Amy Mathews. Rachel debuted on-screen during the episode airing on 16 January 2006.
Rachel Botsman	not found
Rachel Pike	Pike Place Market is a public market in Seattle, Washington, United States. It opened on August 17, 1907, and is one of the oldest continuously operated public farmers' markets in the United States.
Rachel Sussman	Rachel Sussman (born 1975) is an American contemporary artist and photographer based in Brooklyn.


== Biography ==
Born into a non-religious Jewish family, Sussman started photographing when she was about 10 years old.
Raffaello D Andrea	not found
Raghava KK	not found
Rainer Strack	not found
Raj Panjabi	Raj Panjabi is an American  physician, social entrepreneur, professor and United States government official. Panjabi currently serves as senior director for global health security and biodefense on the United States National Security Council.
Rajesh Rao	Rajesh P. N. Rao (born July 2, 1970 in Madras, India) is the Director of the NSF Center for Neurotechnology (CNT) and the Cherng Jia and Elizabeth Yun Hwang Professor of Computer Science and Engineering and Electrical and Computer Engineering at the University of Washington in Seattle.He is a researcher in the fields of computational neuroscience, artificial intelligence, and brain-computer interfacing. With Dana Ballard, he proposed the predictive coding model of brain function in 1999.
Rajiv Maheswaran	Kadirgamapillai (Kathirkamar) Nallainathan (Tamil: க. உமாமகேசுவரன்; 18 February 1945 – 16 July 1989; commonly known by the nom de guerre Uma Maheswaran) was a Sri Lankan Tamil rebel and founder/leader of the People's Liberation Organisation of Tamil Eelam (PLOTE), a separatist Tamil militant organisation in Sri Lanka.
Ralph Langner	not found
Ramanan Laxminarayan	Ramanan Laxminarayan Ph.D., M.P.H., FIDSA (born 1970 in Kampala, Uganda) is an economist and an epidemiologist. He is founder and director of the One Health Trust - formerly known as the Center for Disease Dynamics, Economics & Policy (CDDEP) - in Washington, D.C., and director of the World Health Organization Collaborating Center for Antimicrobial Resistance.
Ramesh Raskar	Ramesh Raskar is a Massachusetts Institute of Technology Associate Professor and head of the MIT Media Lab's Camera Culture research group. Previously he worked as a Senior Research Scientist at Mitsubishi Electric Research Laboratories (MERL) during 2002 to 2008.
Ramona Pierson	Declara is a social learning and collaboration technology company based in Palo Alto, Calif.


== Product ==
Declara's technology platform is called the CognitiveGraph.
Ramsey Musallam	Arroz con pollo (Spanish for rice with chicken) is a traditional dish of Latin America, closely related to paella. In the Dominican Republic it is alternately called locrio de pollo, and in Saint Martin it is called lokri or locreo.There is some debate as to whether it originated in Spain or Puerto Rico.
Ranael Kaliouby	not found
Randall Munroe	Randall Patrick Munroe (born 1984) is an American cartoonist, author, and engineer best known as the creator of the webcomic xkcd. Munroe has worked full-time on the comic since late 2006.
Raul Midon ANSWERS	Raul Midón (born March 14, 1966) is an American singer-songwriter and guitarist from New Mexico.


== Biography ==


=== Early life ===
Midón was born prematurely in a rural hospital in Embudo, New Mexico, to parents of Argentine and African-American descent.
Ravin Agrawal	not found
Ray Anderson	ambiguous
Ray Kurzweil	Raymond Kurzweil ( KURZ-wyle; born February 12, 1948) is an American inventor and futurist. He is involved in fields such as optical character recognition (OCR), text-to-speech synthesis, speech recognition technology, and electronic keyboard instruments.
Ray Zahab	Raymond Zahab,  (born in 1969) is a Canadian long-distance runner and public speaker. He has run in long-distance running adventures in several countries, including the South Pole, Siberia, and the Atacama Desert in Chile.
Raymond Wang	The Regeneron International Science and Engineering Fair (ISEF) is an annual science fair in the United States. It is owned and administered by the Society for Science, a 501(c)(3) non-profit organization based in Washington, D.C. Each May, more than 1500 students from roughly 70 countries and territories compete in the fair for scholarships, tuition grants, internships, scientific field trips and the grand prizes, including one $75,000 and two $50,000 college scholarships.
Read Montague	Pendleton Read Montague, Jr.  (born 1960) is an American neuroscientist and popular science author.
Rebecca Brachman	Christine Denny is an American neuroscientist and Associate Professor of Clinical Neurobiology in Psychiatry in the Department of Psychiatry at Columbia University Irving Medical Center in New York City. Denny investigates the molecular mechanisms underlying learning and memory.
Rebecca Mac Kinnon	Rebecca MacKinnon (born September 16, 1969) is an author, researcher, Internet freedom advocate, and co-founder of the citizen media network Global Voices. She is notable as a former CNN journalist who headed the CNN bureaus in Beijing and later in Tokyo.
Rebecca Onie	not found
Rebecca Saxe	Rebecca Saxe is a professor of cognitive neuroscience and associate department head at the Department of Brain and Cognitive Sciences at MIT. She is an associate member of the McGovern Institute for Brain Research and a board member of the Center for Open Science. She is known for her research on the neural basis of social cognition.
Reed Kroloff	not found
Reggie Watts	Reginald Lucien Frank Roger Watts (born March 23, 1972) is an American comedian, actor, beatboxer, and musician. His improvised musical sets are created using only his voice, a keyboard, and a looping machine.
Regina Dugan	Regina E. Dugan (born 19 March 1963), is an American businesswoman, inventor, technology developer and government official. She was the first female director of the Defence Advanced Research Projects Agency (DARPA), where she served from July 2009 until March 2012.
Regina Hartley	Sarah Lind (born July 22, 1982) is a Canadian actress. She is known for her starring roles on the television series Mentors, Edgemont and True Justice.
Renata Salecl	Renata Salecl (born 1962) is a Slovene philosopher, sociologist and legal theorist. She is a senior researcher at the Institute of Criminology, Faculty of Law at the University of Ljubljana, and holds a professorship at Birkbeck College, University of London.
Renny Gleeson	The Portland Incubator Experiment, often abbreviated as PIE or PIE PDX or stylized as Pie, is a business incubator based in Portland, Oregon that provides mentorship and resources to select startup companies. Co-founded by Renny Gleeson and Rick Turoczy, PIE is run by the Portland-based advertising agency Wieden+Kennedy (W+K).
Reshma Saujani	Reshma Saujani (born November 18, 1975) is an American lawyer, politician, civil servant, and the founder of the nonprofit organization Girls Who Code, which aims to increase the number of women in computer science and close the gender employment difference in that field. She worked in city government as a deputy public advocate at the New York City Public Advocate's office.
Reuben Margolin	Reuben Heyday Margolin is an American-born artist and sculptor known for his mechanically driven kinetic sculptures of wave-forms. Some of the sculptures are hand-cranked and small scale, while others are large, installed in large high-ceiling spaces, suspended from the ceiling.
Rhiannon Giddens	Rhiannon Giddens (born (1977-02-21)February 21, 1977) is an American musician. She is a founding member of the country, blues and old-time music band Carolina Chocolate Drops, where she is the lead singer, fiddle player, and banjo player.
Ric Elias	not found
Ricardo Semler	Ricardo Semler (born 1959) is the CEO and majority owner of Semco Partners, a Brazilian company best known for its radical form of industrial democracy and corporate re-engineering. Under his ownership, revenue has grown from 4 million US dollars in 1982 to 212 million US dollars in 2003 and his business management policies have attracted widespread interest around the world.
Riccardo Sabatini	not found
Rich Benjamin	Rich Benjamin is an American cultural critic, anthropologist, and author.  Benjamin is perhaps best known for the non-fiction book Searching for Whitopia: An Improbable Journey to the Heart of White America.
Richard Baraniuk	Richard G. Baraniuk is the C. Sidney Burrus Professor of Electrical and Computer Engineering at Rice University and the Founder and Director of the open education initiative OpenStax (formerly called Connexions).


== Academic biography ==
Dr.
Richard Branson	not found
Richard Browning	Richard Browning is a British inventor of a "jet suit". He is the founder and chief test pilot of Gravity Industries, a company that designs and builds his invention, the Daedalus Flight Pack.
Richard Dawkins	not found
Richard Ledgett	Richard H. Ledgett Jr. is a former Deputy Director of the National Security Agency.
Richard Pyle	Richard Lawrence Pyle, Ph.D. (born 24 March 1967) is a scuba diver and ichthyologist working on Hawaii.Pyle discovered the principle of "Pyle stops" when decompressing from many deep dives in search of new species of fish, and has identified hundreds of new species.He is the author of over 130 publications.In October 2015, he won second prize, an award of €5,000, in the GBIF Ebbe Nielsen Challenge, a Global Biodiversity Information Facility competition, for BioGUID.org, "a web service that crosslinks identifiers linked to data objects in the biodiversity realm". At that time, the site contained over one billion (1,000,000,000) identifiers.
Richard Resnick	Richard David Wolff (born April 1, 1942) is an American Marxian economist, known for his work on economic methodology and class analysis. He is Professor Emeritus of Economics at the University of Massachusetts Amherst, and currently a Visiting Professor in the Graduate Program in International Affairs of the New School in New York.
Richard Sears	Richard Warren Sears (December 7, 1863 – September 28, 1914) was an American manager, businessman and the founder of Sears, Roebuck and Company with his partner Alvah Curtis Roebuck.


== Early life ==

Sears was born in Stewartville, Minnesota.
Richard Seymour	Richard Vershaun Seymour (born October 6, 1979) is an American professional poker player and former professional football player who was a defensive end in the National Football League (NFL) .  He played college football for the Georgia Bulldogs, and was drafted by the New England Patriots sixth overall in the 2001 NFL Draft.
Richard St John	Richard St John Francis Harris (1 October 1930 – 25 October 2002) was an Irish actor and singer. He appeared on stage and in many films, notably as Corrado Zeller in Michelangelo Antonioni's Red Desert, Frank Machin in This Sporting Life, for which he was nominated for the Academy Award for Best Actor, and as King Arthur in the 1967 film Camelot, as well as the 1981 revival of the stage musical.
Richard Turere	not found
Richard Weller	Richard Weller is an Australian landscape architect and academic. He is Professor and Chair of Landscape Architecture at the University of Pennsylvania in Philadelphia, having succeeded James Corner in 2013.
Richard Wilkinson	ambiguous
Rick Falkvinge	Rick Falkvinge (born Dick Greger Augustsson on 21 January 1972) is a Swedish information technology entrepreneur and founder of the Swedish Pirate Party. He is currently a political evangelist with the party, spreading the ideas across the world.
Rick Smolan	Rick Smolan (born November 5, 1949) is a former Time, Life, and National Geographic photographer best known as the co-creator of the Day in the Life book series. He is currently CEO of Against All Odds Productions, a cross-media organization.
Rick Warren	Richard Duane Warren (born January 28, 1954) is an American Southern Baptist evangelical Christian pastor and author. He is the founder and senior pastor of Saddleback Church, an evangelical megachurch affiliated with the Southern Baptist Convention in Lake Forest, California.
Rishi Manchanda	not found
Rita Pierson	not found
Rives AM	not found
Rives INTERNET	not found
Rives MOCKINGBIRD	not found
Rives TTYL	not found
Rives	ambiguous
Rob Dunbar	not found
Rob Forbes	Rob Forbes is an American designer and entrepreneur.  He is the founder of the furniture company Design Within Reach, and of the bicycle retailer PUBLIC Bikes.
Rob Harmon	Daniel James Harmon (born January 3, 1973) is an American writer, producer, and actor. He is best known as the creator and producer of the NBC/Yahoo!
Rob Hopkins	Rob Hopkins is an activist and writer on environmental issues, based in Totnes, England.  He is best known as the founder and figurehead of the Transition movement, which he initiated in 2005.
Rob Knight	ambiguous
Rob Legato	Robert Legato (born 1956) is an American visual effects supervisor, second unit director, and second unit director of photography.
Raised in Asbury Park, New Jersey, Legato graduated from Ocean Township High School.
Rob Reid	Robert H. "Rob" Reid (born October 2, 1966) is an American author and entrepreneur. He is the author of two cyberthriller novels, Year Zero: A Novel, and After On: A Novel of Silicon Valley, as well as a non-fiction book, Architects of the Web, about the rise of the internet business.
Robb Willer	Robb Willer (born 1977) is an American sociologist and social psychologist who studies politics, morality, status, cooperation, and masculinity. He is a professor of sociology, psychology, and organizational behavior at Stanford University.
Robert Ballard	Robert Duane Ballard (born June 30, 1942) is an American retired Navy officer and a professor of oceanography at the University of Rhode Island who is most noted for his work in underwater archaeology: maritime archaeology and archaeology of shipwrecks. He is best known for the discoveries of the wrecks of the RMS Titanic in 1985, the battleship Bismarck in 1989, and the aircraft carrier USS Yorktown in 1998.
Robert Fischell	not found
Robert Full	Full House is an American television sitcom created by Jeff Franklin for ABC. The show is about widowed father Danny Tanner who enlists his brother-in-law Jesse Katsopolis and childhood best friend Joey Gladstone to help raise his three daughters, eldest D.J., middle child Stephanie and youngest Michelle in his San Francisco home. It aired from September 22, 1987, to May 23, 1995, broadcasting eight seasons and 192 episodes.
Robert Gordon	ambiguous
Robert Gupta	Robert Vijay Gupta (born 1987) is a violinist, and advocate for social justice. He is a 2018 recipient of the MacArthur "Genius" Grant.
Robert Hammond	Robert Hammond Patrick (born November 5, 1958) is an American actor. Known for portraying villains and honorable authority figures, he is a Saturn Award winner with four other nominations.
Robert Lang	ambiguous
Robert Muggah	Robert Muggah is a political scientist, urbanist and security expert. He is the co-founder of the Igarapé Institute and The SecDev Group, where he is known for his work on urbanization, crime prevention, arms control, migration, cyber-security, the digital economy, conflict and development studies.
Robert Neuwirth	Robert Neuwirth is an American journalist, author, and investigative reporter.   He wrote Shadow Cities: A Billion Squatters, A New Urban World, a book describing his experiences living in squatter communities in Nairobi, Rio de Janeiro, Istanbul and Mumbai.
Robert Palmer	Robert Allen Palmer (19 January 1949 – 26 September 2003) was an English singer-songwriter, musician, and record producer. He was known for his powerful, distinctive, gritty, soulful voice and sartorial elegance, and for combining soul, funk, jazz, rock, pop, reggae, and blues.
Robert Sapolsky	Robert Morris Sapolsky (born April 6, 1957) is an American neuroendocrinology researcher and author. He is currently a professor of biology, and professor of neurology and neurological sciences and, by courtesy, neurosurgery, at Stanford University.
Robert Swan	Robert Charles Swan, OBE, FRGS (born 28 July 1956) is the first person to walk to both poles.

He is currently an advocate for the protection of Antarctica and renewable energy.
Robert Thurman	Robert Alexander Farrar Thurman (born August 3, 1941) is an American Buddhist author and academic who has written, edited, and translated several books on Tibetan Buddhism. He was the Je Tsongkhapa Professor of Indo-Tibetan Buddhist Studies at Columbia University, before retiring in June 2019.
Robert Waldinger	Robert J. Waldinger (born 1951) is an American psychiatrist, psychoanalyst, and Zen priest. He is Professor of Psychiatry (part time) at Harvard Medical School and directs the Harvard Study of Adult Development, one of the longest-running studies of adult life ever done.
Robert Wright	ambiguous
